epoch,accuracy,fn,fp,loss,pr_auc,precision,recall,roc_auc,tn,tp,val_accuracy,val_fn,val_fp,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,val_tn,val_tp
0,0.5039443969726562,2639.0,2643.0,8.498678207397461,0.5028482675552368,0.5039414167404175,0.5043200850486755,0.5013338327407837,2681.0,2685.0,0.4928678572177887,299.0,1052.0,7.897119522094727,0.49857965111732483,0.4954436421394348,0.7755255103111267,0.49956318736076355,280.0,1033.0
1,0.5259203314781189,2490.0,2558.0,7.304851055145264,0.5392721891403198,0.5255934596061707,0.5323065519332886,0.5394454598426819,2766.0,2834.0,0.5026276111602783,362.0,963.0,6.7155961990356445,0.49595773220062256,0.5018106698989868,0.7282282114028931,0.4939709007740021,369.0,970.0
2,0.5416040420532227,2314.0,2567.0,6.148200035095215,0.5602181553840637,0.5397167205810547,0.5653643608093262,0.5656004548072815,2757.0,3010.0,0.5101351141929626,477.0,828.0,5.62738037109375,0.5088092684745789,0.5080214142799377,0.6418918967247009,0.5130369663238525,504.0,855.0
3,0.55418860912323,2309.0,2438.0,5.184546947479248,0.5807908177375793,0.5529066324234009,0.566303551197052,0.5779643058776855,2886.0,3015.0,0.49399399757385254,503.0,845.0,4.798020839691162,0.49284061789512634,0.49522101879119873,0.6223723888397217,0.4920799136161804,487.0,829.0
4,0.5785123705863953,2252.0,2236.0,4.434123992919922,0.6210743188858032,0.5787490606307983,0.5770097374916077,0.6130655407905579,3088.0,3072.0,0.48498499393463135,227.0,1145.0,4.168861389160156,0.47503116726875305,0.4911110997200012,0.8295795917510986,0.4719744920730591,187.0,1105.0
5,0.5880916714668274,2179.0,2207.0,3.874859571456909,0.636547863483429,0.5876308083534241,0.5907212495803833,0.6301973462104797,3117.0,3145.0,0.5007507801055908,507.0,823.0,3.6900947093963623,0.49737274646759033,0.5006067752838135,0.619369387626648,0.4979782998561859,509.0,825.0
6,0.61006760597229,2107.0,2045.0,3.434567451477051,0.6630942225456238,0.611364483833313,0.6042449474334717,0.6562807559967041,3279.0,3217.0,0.4771021008491516,733.0,660.0,3.3156940937042236,0.4831395149230957,0.4757744371891022,0.4496996998786926,0.4727824628353119,672.0,599.0
7,0.6254695653915405,2042.0,1946.0,3.0796523094177246,0.6813473105430603,0.6277735233306885,0.6164537668228149,0.6754114627838135,3378.0,3282.0,0.4864864945411682,670.0,698.0,3.015557289123535,0.47940924763679504,0.48676469922065735,0.49699699878692627,0.4728168547153473,634.0,662.0
8,0.6439707279205322,1933.0,1858.0,2.7891600131988525,0.7131001949310303,0.6460278034210205,0.6369271278381348,0.7034533023834229,3466.0,3391.0,0.4909909963607788,591.0,765.0,2.7753891944885254,0.48154616355895996,0.49203187227249146,0.5563063025474548,0.4755758047103882,567.0,741.0
9,0.6577761173248291,1866.0,1778.0,2.557405710220337,0.7302995920181274,0.6604278087615967,0.6495116353034973,0.7237159609794617,3546.0,3458.0,0.4981231093406677,840.0,497.0,2.586371660232544,0.4839937090873718,0.49747219681739807,0.36936935782432556,0.48103511333465576,835.0,492.0
10,0.6764650344848633,1819.0,1626.0,2.366093397140503,0.7496931552886963,0.6831027269363403,0.6583396196365356,0.7444444298744202,3698.0,3505.0,0.4864864945411682,596.0,772.0,2.445787191390991,0.4869760274887085,0.48806366324424744,0.5525525808334351,0.4780244529247284,560.0,736.0
11,0.695999264717102,1692.0,1545.0,2.203582763671875,0.7708327770233154,0.701564610004425,0.6821938157081604,0.7647716403007507,3779.0,3632.0,0.4718468487262726,925.0,482.0,2.334970474243164,0.47759610414505005,0.45781776309013367,0.3055555522441864,0.46055853366851807,850.0,407.0
12,0.707081139087677,1599.0,1520.0,2.066218376159668,0.7919065356254578,0.7102001905441284,0.699661910533905,0.7824581861495972,3804.0,3725.0,0.4906156063079834,1000.0,357.0,2.2463595867156982,0.4930499196052551,0.4818577766418457,0.24924924969673157,0.47544559836387634,975.0,332.0
13,0.722858726978302,1564.0,1387.0,1.9481974840164185,0.8091238737106323,0.730522632598877,0.7062358856201172,0.7985148429870605,3937.0,3760.0,0.49174174666404724,744.0,610.0,2.132559061050415,0.4947964549064636,0.4908180236816406,0.44144144654273987,0.480609267950058,722.0,588.0
14,0.7430503368377686,1425.0,1311.0,1.8397612571716309,0.826865017414093,0.748368501663208,0.7323440909385681,0.8204634785652161,4013.0,3899.0,0.4744744598865509,819.0,581.0,2.096465587615967,0.48417219519615173,0.46892139315605164,0.38513514399528503,0.4679752588272095,751.0,513.0
15,0.7510330677032471,1369.0,1282.0,1.752945065498352,0.8354694843292236,0.755203366279602,0.7428625226020813,0.8310218453407288,4042.0,3955.0,0.4954954981803894,798.0,546.0,2.028348207473755,0.4939993917942047,0.49444442987442017,0.4009009003639221,0.4846563935279846,786.0,534.0
16,0.7639932632446289,1297.0,1216.0,1.669213056564331,0.8515248894691467,0.768071711063385,0.7563861608505249,0.8473981618881226,4108.0,4027.0,0.4864864945411682,682.0,686.0,1.9882946014404297,0.49837741255760193,0.4865269362926483,0.4879879951477051,0.48205074667930603,646.0,650.0
17,0.7754507660865784,1244.0,1147.0,1.5945249795913696,0.8649744987487793,0.7805624604225159,0.7663410902023315,0.8602352738380432,4177.0,4080.0,0.48948949575424194,881.0,479.0,1.9736995697021484,0.492723673582077,0.48494625091552734,0.3385885953903198,0.4769268035888672,853.0,451.0
18,0.7904770970344543,1176.0,1055.0,1.5289092063903809,0.8759301900863647,0.7972323894500732,0.7791134715080261,0.8713089227676392,4269.0,4148.0,0.49699699878692627,818.0,522.0,1.924182415008545,0.502857506275177,0.4961389899253845,0.38588589429855347,0.491340696811676,810.0,514.0
19,0.7986476421356201,1106.0,1038.0,1.471392035484314,0.8848286867141724,0.8025113940238953,0.7922614812850952,0.8811963796615601,4286.0,4218.0,0.4752252399921417,657.0,741.0,1.9024569988250732,0.4982230067253113,0.47669491171836853,0.5067567825317383,0.48175370693206787,591.0,675.0
