auc,iteration,type
0.5562156764570907,iteration_2,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5633888392897402,iteration_1,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5013059104371793,iteration_3,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5821399884057055,iteration_4,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5468566986967991,iteration_0,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
