recall,precision,std_recall,std_precision,type
0.5650000000000001,0.531044075414759,0.0,0.016513009989474508,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5700000000000001,0.5304529385195782,0.0,0.01717339505239522,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5750000000000001,0.5294307222848194,0.0,0.01663490362449375,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.58,0.5287464350797638,0.0,0.016540630296896324,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.585,0.5280897110356897,0.0,0.01661223030545765,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.59,0.5272985373664065,0.0,0.01548883402740561,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.595,0.5278329359272826,0.0,0.015200686671066804,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.6,0.5279058100337272,0.0,0.01425607385202327,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.605,0.5268784686150595,0.0,0.013331723443230074,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.61,0.5266431744362234,0.0,0.012808815403679431,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.615,0.5263433544514927,0.0,0.013562599821960097,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.62,0.5259573577750247,0.0,0.012604105944608857,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.625,0.52474463956963,0.0,0.012178392869802504,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.63,0.5245620437754347,0.0,0.012250713144159108,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.635,0.5253982312398259,0.0,0.011742933924027909,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.64,0.5259786889276101,0.0,0.011555692820750875,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.645,0.5265732768600164,0.0,0.011841432091169128,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.65,0.5257556756541488,0.0,0.012176403367204353,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.655,0.525473054126416,0.0,0.011429685531098565,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.66,0.5251636234828853,0.0,0.011412937417804154,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.665,0.5250943456556488,0.0,0.011090056352392377,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.67,0.5254201692423478,0.0,0.011312757006179452,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.675,0.5238883016951493,0.0,0.011151295419662536,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.68,0.5235375722328134,0.0,0.011053020221940525,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.685,0.523154698348214,0.0,0.011455078044209754,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.6900000000000001,0.5230081157225421,0.0,0.011693057578497791,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.6950000000000001,0.52228769431026,0.0,0.01220156652899589,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.7000000000000001,0.5221020129447034,0.0,0.011359050209335676,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.705,0.5223400794758153,0.0,0.010821836798065258,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.71,0.5224043241024313,0.0,0.010333508738609103,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.715,0.5225381364366672,0.0,0.010171338927732282,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.72,0.5227941948268617,0.0,0.010256967702083045,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.725,0.5227471933632304,0.0,0.009928174690824673,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.73,0.5215974867897468,0.0,0.010074269828768355,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.735,0.5208913682893105,0.0,0.00967565702695706,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.74,0.520947946869904,0.0,0.00873904133810007,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.745,0.5196593620678625,0.0,0.008328759993610517,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.75,0.5189994143063077,0.0,0.00830760812699484,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.755,0.5198585767130297,0.0,0.008558404198647064,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.76,0.519042423954023,0.0,0.008449093434128453,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.765,0.5192097808567744,0.0,0.008929256490416477,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.77,0.5184688033921588,0.0,0.00897230088872494,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.775,0.5178639595321985,0.0,0.008109958286386746,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.78,0.5175360383008143,0.0,0.009078494709307864,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.785,0.5173211832479495,0.0,0.008734429900766399,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.79,0.516147911721446,0.0,0.00845355277327471,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.795,0.5152905526816749,0.0,0.008004018438920835,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8,0.5152218543864755,0.0,0.008467424843439885,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.805,0.5155312105778476,0.0,0.008344478920788207,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8100000000000002,0.5155623177259907,1.1102230246251565e-16,0.008839472714423546,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8150000000000001,0.5160627250634169,0.0,0.008738048873274281,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8200000000000001,0.5154848253861983,0.0,0.008593794190809021,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.825,0.5144322853323362,1.1102230246251565e-16,0.008418537927090582,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8300000000000001,0.5142954299144404,0.0,0.00799034669029063,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.835,0.5120707661514636,0.0,0.008782291165627289,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8400000000000001,0.5118646599795295,1.1102230246251565e-16,0.008606197335708487,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.845,0.5111845266007686,0.0,0.008076182929896026,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.85,0.5106301978285609,0.0,0.008272438082780059,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8550000000000001,0.5103551858554034,1.1102230246251565e-16,0.008377590624442736,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.86,0.5105667826663691,0.0,0.007976434390864227,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.865,0.5100543034987681,0.0,0.007608804194725107,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8699999999999999,0.5100093987742352,1.1102230246251565e-16,0.007641230286223149,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.875,0.5100599241953725,0.0,0.007848265259713817,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8800000000000001,0.5095235898169636,1.1102230246251565e-16,0.007745552407757794,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.885,0.5091172899861667,0.0,0.007337887752619829,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.89,0.5086060068623136,0.0,0.007633724677861488,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.8949999999999999,0.5082579633387543,1.1102230246251565e-16,0.007348378799445515,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9,0.507527473077918,0.0,0.007070720664486473,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.905,0.5074931501939591,0.0,0.00690774495384864,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9099999999999999,0.5070888229393403,1.1102230246251565e-16,0.007161531117465552,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.915,0.5068365148704144,0.0,0.006633946343065402,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9200000000000002,0.5067197970904441,1.1102230246251565e-16,0.006343170933644337,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.925,0.5064010085544748,0.0,0.006243061176626431,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.93,0.5065386021602949,0.0,0.006029015395926738,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9350000000000002,0.5063114622416612,1.1102230246251565e-16,0.006137242970240237,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9399999999999998,0.5054338681134483,1.1102230246251565e-16,0.006265432135063363,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.945,0.5045655202682219,0.0,0.006268866685327539,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.95,0.5040997713945081,0.0,0.005811782896904333,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9549999999999998,0.5039239172845432,1.1102230246251565e-16,0.0055424724697295,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.96,0.5033114021240783,0.0,0.005156469972165499,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9650000000000001,0.5029148218066395,1.1102230246251565e-16,0.005323884452379021,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.97,0.5024016218738413,0.0,0.005286937714498592,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.975,0.5023134230730929,0.0,0.0048229361706399135,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9800000000000001,0.5019229945474817,1.1102230246251565e-16,0.004654837017315668,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.985,0.501411013027308,0.0,0.0037924350357113066,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.99,0.5010551367013367,0.0,0.002471405720528296,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.9949999999999999,0.5006751475720782,1.1102230246251565e-16,0.0016525889647834402,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
1.0,0.5003010351051504,0.0,0.0004226723729063569,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
