average_precision,iteration,type
0.5594857710681307,iteration_2,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5755763557597664,iteration_1,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5017400333431172,iteration_3,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5998021741940889,iteration_4,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
0.5465154793003851,iteration_0,2022-01-06_11-03-43_nocdr3dup_default_epgrouped5cv
