epoch,accuracy,fn,fp,loss,pr_auc,precision,recall,roc_auc,tn,tp,val_accuracy,val_fn,val_fp,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,val_tn,val_tp
0,0.5076995491981506,2620.0,2623.0,8.427410125732422,0.5101543068885803,0.507695198059082,0.5079812407493591,0.5118135213851929,2702.0,2705.0,0.5052592158317566,1192.0,125.0,7.836693286895752,0.5044125318527222,0.5265151262283325,0.10443275421857834,0.4927939176559448,1206.0,139.0
1,0.5167136192321777,2562.0,2585.0,7.202897548675537,0.5307456851005554,0.5166417360305786,0.5188732147216797,0.5292224287986755,2740.0,2763.0,0.5120210647583008,553.0,746.0,6.565556526184082,0.512108325958252,0.5104987025260925,0.5845229029655457,0.5254919528961182,585.0,778.0
2,0.5251643061637878,2559.0,2498.0,5.961660861968994,0.5378203988075256,0.5254559516906738,0.5194365978240967,0.5420112013816833,2827.0,2766.0,0.5210368037223816,613.0,662.0,5.3955979347229,0.5361615419387817,0.5202898383140564,0.5394440293312073,0.5406678318977356,669.0,718.0
3,0.5400000214576721,2433.0,2466.0,4.9151716232299805,0.5632911324501038,0.5397536158561707,0.5430985689163208,0.5609308481216431,2859.0,2892.0,0.5056348443031311,668.0,648.0,4.479130268096924,0.5077716708183289,0.5057207942008972,0.4981217086315155,0.5102301836013794,683.0,663.0
4,0.5524882674217224,2451.0,2315.0,4.118852138519287,0.5774675011634827,0.5538639426231384,0.5397183299064636,0.5802037715911865,3010.0,2874.0,0.5135236382484436,822.0,473.0,3.8148958683013916,0.520900547504425,0.518329918384552,0.382419228553772,0.513036847114563,858.0,509.0
5,0.5738967061042786,2338.0,2200.0,3.5371813774108887,0.6119735240936279,0.57586270570755,0.5609389543533325,0.6101016402244568,3125.0,2987.0,0.5108940601348877,1022.0,280.0,3.341595411300659,0.5215954184532166,0.5246179699897766,0.23215627670288086,0.5259536504745483,1051.0,309.0
6,0.5847887396812439,2335.0,2087.0,3.1164791584014893,0.6270767450332642,0.5889304876327515,0.5615023374557495,0.6248186230659485,3238.0,2990.0,0.5244177579879761,557.0,709.0,2.9641921520233154,0.5260944962501526,0.5219150185585022,0.5815176367759705,0.5347182750701904,622.0,774.0
7,0.6072300672531128,2163.0,2020.0,2.7732481956481934,0.657058596611023,0.6101891398429871,0.593802809715271,0.6531564593315125,3305.0,3162.0,0.5217881202697754,882.0,391.0,2.6823740005493164,0.5348188281059265,0.5345237851142883,0.3373403549194336,0.5283004641532898,940.0,449.0
8,0.625821590423584,2049.0,1936.0,2.5096256732940674,0.6805233955383301,0.6285495162010193,0.6152112483978271,0.678679347038269,3389.0,3276.0,0.5289255976676941,898.0,356.0,2.4686055183410645,0.5413393974304199,0.5487959384918213,0.3253193199634552,0.5327349901199341,975.0,433.0
9,0.6424413323402405,1967.0,1841.0,2.3020455837249756,0.7047540545463562,0.6458934545516968,0.6306103467941284,0.6992374062538147,3484.0,3358.0,0.5225394368171692,830.0,441.0,2.29048228263855,0.5445876717567444,0.5318471193313599,0.37640872597694397,0.5435765385627747,890.0,501.0
10,0.6606572866439819,1866.0,1748.0,2.12811541557312,0.7343083024024963,0.6642980575561523,0.6495774388313293,0.7245253324508667,3577.0,3459.0,0.5221638083457947,694.0,578.0,2.1534295082092285,0.5434268712997437,0.5242798328399658,0.4785875380039215,0.549135148525238,753.0,637.0
11,0.6727699637413025,1824.0,1661.0,1.9906765222549438,0.7471333146095276,0.6782255172729492,0.6574648022651672,0.7407993674278259,3664.0,3501.0,0.5394440293312073,867.0,359.0,2.054234027862549,0.5567417740821838,0.563791036605835,0.3486100733280182,0.5495859384536743,972.0,464.0
12,0.6938967108726501,1713.0,1547.0,1.8689135313034058,0.7692157030105591,0.7001357078552246,0.6783098578453064,0.7614521384239197,3778.0,3612.0,0.5323065519332886,848.0,397.0,1.9577404260635376,0.5530291199684143,0.5488636493682861,0.362885057926178,0.5508052110671997,934.0,483.0
13,0.7019718289375305,1683.0,1491.0,1.7676078081130981,0.7863667011260986,0.7095265984535217,0.6839436888694763,0.7786495685577393,3834.0,3642.0,0.5202854871749878,603.0,674.0,1.8902664184570312,0.5440732836723328,0.5192582011222839,0.5469571948051453,0.5337368845939636,657.0,728.0
14,0.7226291298866272,1534.0,1420.0,1.6682889461517334,0.8092592358589172,0.7274995446205139,0.7119249105453491,0.8027248382568359,3905.0,3791.0,0.5206611752510071,905.0,371.0,1.8556116819381714,0.5470873713493347,0.5345044136047363,0.3200601041316986,0.5375242233276367,960.0,426.0
15,0.7371830940246582,1470.0,1329.0,1.5929028987884521,0.822852611541748,0.7436342835426331,0.7239436507225037,0.8161615133285522,3996.0,3855.0,0.5202854871749878,869.0,408.0,1.816799521446228,0.540138840675354,0.5310344696044922,0.3471074402332306,0.538565456867218,923.0,462.0
16,0.7521126866340637,1395.0,1245.0,1.5200004577636719,0.8392613530158997,0.7594202756881714,0.7380281686782837,0.8327568173408508,4080.0,3930.0,0.5221638083457947,859.0,413.0,1.7743149995803833,0.5344709753990173,0.5333333611488342,0.3546205759048462,0.5447061061859131,918.0,472.0
17,0.7584037780761719,1345.0,1228.0,1.4571480751037598,0.8504040837287903,0.7642089128494263,0.7474178671836853,0.8446634411811829,4097.0,3980.0,0.523290753364563,744.0,525.0,1.7126048803329468,0.5431156158447266,0.527877688407898,0.44102180004119873,0.5496200919151306,806.0,587.0
18,0.7708920240402222,1292.0,1148.0,1.4021685123443604,0.8587487936019897,0.77842116355896,0.7573708891868591,0.8541448712348938,4177.0,4033.0,0.519534170627594,795.0,484.0,1.7201892137527466,0.5371787548065186,0.5254902243614197,0.40270474553108215,0.5366098284721375,847.0,536.0
19,0.7867605686187744,1209.0,1062.0,1.3395217657089233,0.8767626881599426,0.7949014902114868,0.7729577422142029,0.8718741536140442,4263.0,4116.0,0.5443275570869446,570.0,643.0,1.6694945096969604,0.5590850114822388,0.5420227646827698,0.5717505812644958,0.5562190413475037,688.0,761.0
