fpr,tpr
0.0,0.0
0.005,0.027047332832456798
0.01,0.03155522163786627
0.015,0.03831705484598046
0.02,0.04132231404958678
0.025,0.05033809166040571
0.03,0.054094665664913597
0.035,0.06311044327573254
0.04,0.07287753568745305
0.045,0.07513148009015777
0.05,0.07963936889556725
0.055,0.08865514650638617
0.06,0.09842223891810668
0.065,0.09842223891810668
0.07,0.10142749812171299
0.075,0.10593538692712247
0.08,0.11119459053343352
0.085,0.11419984973703982
0.09,0.1247182569496619
0.095,0.12922614575507138
0.1,0.13148009015777612
0.105,0.13373403456048083
0.11,0.14350112697220135
0.115,0.1562734785875282
0.12,0.1592787377911345
0.125,0.1750563486100676
0.13,0.17881292261457551
0.135,0.18632607062359127
0.14,0.1960931630353118
0.145,0.19984973703981967
0.15,0.20586025544703232
0.155,0.2126220886551465
0.16,0.21562734785875282
0.165,0.22389181066867017
0.17,0.2329075882794891
0.17500000000000002,0.24192336589030805
0.18,0.24492862509391436
0.185,0.2494365138993238
0.19,0.2531930879038317
0.195,0.26521412471825695
0.2,0.26897069872276486
0.20500000000000002,0.27197595792637114
0.21,0.2764838467317806
0.215,0.27798647633358375
0.22,0.28174305033809166
0.225,0.28625093914350114
0.23,0.29451540195341847
0.23500000000000001,0.29827197595792637
0.24,0.3012772351615327
0.245,0.3035311795642374
0.25,0.30879038317054847
0.255,0.3102930127723516
0.26,0.3140495867768595
0.265,0.318557475582269
0.27,0.32381667918858004
0.275,0.3313298271975958
0.28,0.3350864012021037
0.28500000000000003,0.3410969196093163
0.29,0.34485349361382417
0.295,0.35687453042824946
0.3,0.3666416228399699
0.305,0.3688955672426747
0.31,0.3749060856498873
0.315,0.38467317806160783
0.32,0.3921863260706236
0.325,0.3989481592787378
0.33,0.40721262208865516
0.335,0.410969196093163
0.34,0.4192336589030804
0.34500000000000003,0.42824943651389935
0.35000000000000003,0.4290007513148009
0.355,0.43125469571750563
0.36,0.43501126972201354
0.365,0.4357625845229151
0.37,0.4462809917355372
0.375,0.4507888805409467
0.38,0.45379413974455296
0.385,0.46205860255447034
0.39,0.4650638617580766
0.395,0.47257700976709244
0.4,0.4800901577761082
0.405,0.4838467317806161
0.41000000000000003,0.48760330578512395
0.41500000000000004,0.49211119459053343
0.42,0.49586776859504134
0.425,0.5026296018031555
0.43,0.5086401202103682
0.435,0.5101427498121713
0.44,0.517655897821187
0.445,0.5221637866265966
0.45,0.5334335086401202
0.455,0.5439519158527423
0.46,0.549962434259955
0.465,0.5529676934635612
0.47000000000000003,0.560480841472577
0.47500000000000003,0.5619834710743802
0.48,0.5679939894815927
0.485,0.5740045078888054
0.49,0.5770097670924117
0.495,0.5837716003005259
0.5,0.5882794891059354
0.505,0.5897821187077386
0.51,0.5920360631104433
0.515,0.5972952667167544
0.52,0.6003005259203607
0.525,0.6003005259203607
0.53,0.6063110443275732
0.535,0.6108189331329827
0.54,0.6160781367392938
0.545,0.6220886551465064
0.55,0.6243425995492111
0.555,0.6250939143501127
0.56,0.6273478587528174
0.5650000000000001,0.637114951164538
0.5700000000000001,0.6453794139744553
0.5750000000000001,0.6498873027798647
0.58,0.6551465063861758
0.585,0.6604057099924868
0.59,0.6634109691960932
0.595,0.667167543200601
0.6,0.6724267468069121
0.605,0.67618332081142
0.61,0.681442524417731
0.615,0.6844477836213373
0.62,0.6882043576258452
0.625,0.6949661908339594
0.63,0.6994740796393689
0.635,0.7054845980465815
0.64,0.7092411720510894
0.645,0.7137490608564989
0.65,0.7167543200601052
0.655,0.7212622088655146
0.66,0.7265214124718257
0.665,0.7310293012772352
0.67,0.7325319308790383
0.675,0.740045078888054
0.68,0.7407963936889557
0.685,0.7468069120961683
0.6900000000000001,0.7573253193087904
0.6950000000000001,0.7700976709241172
0.7000000000000001,0.772351615326822
0.705,0.7753568745304282
0.71,0.782870022539444
0.715,0.7851239669421488
0.72,0.7911344853493614
0.725,0.7911344853493614
0.73,0.7963936889556724
0.735,0.8031555221637866
0.74,0.8099173553719008
0.745,0.816679188580015
0.75,0.8204357625845229
0.755,0.8249436513899324
0.76,0.8287002253944402
0.765,0.8302028549962435
0.77,0.8317054845980466
0.775,0.8347107438016529
0.78,0.8377160030052592
0.785,0.8399699474079639
0.79,0.8474830954169797
0.795,0.850488354620586
0.8,0.8534936138241923
0.805,0.8580015026296018
0.81,0.864763335837716
0.8150000000000001,0.864763335837716
0.8200000000000001,0.8677685950413223
0.8250000000000001,0.8722764838467317
0.8300000000000001,0.8767843726521413
0.835,0.8812922614575507
0.84,0.8842975206611571
0.845,0.8865514650638617
0.85,0.8865514650638617
0.855,0.8888054094665665
0.86,0.8963185574755823
0.865,0.9045830202854996
0.87,0.9098422238918107
0.875,0.9113448534936138
0.88,0.9173553719008265
0.885,0.9218632607062359
0.89,0.9256198347107438
0.895,0.9293764087152517
0.9,0.9308790383170549
0.905,0.9346356123215628
0.91,0.9376408715251691
0.915,0.9406461307287753
0.92,0.9421487603305785
0.925,0.9474079639368895
0.93,0.9481592787377912
0.935,0.9534184823441022
0.9400000000000001,0.9564237415477085
0.9450000000000001,0.9586776859504132
0.9500000000000001,0.9601803155522164
0.9550000000000001,0.9616829451540195
0.96,0.9654395191585274
0.965,0.9684447783621337
0.97,0.97145003756574
0.975,0.9737039819684448
0.98,0.9774605559729527
0.985,0.980465815176559
0.99,0.9827197595792637
0.995,0.9902329075882795
1.0,1.0
