recall,precision
0.0,1.0
0.005,0.8688392857142857
0.01,0.9300476190476191
0.015,0.9089393939393939
0.02,0.8986896551724138
0.025,0.892674253200569
0.03,0.8330851063829787
0.035,0.7689043715846995
0.04,0.6892707292707293
0.045,0.6737685137895811
0.05,0.6685
0.055,0.635428035982009
0.06,0.650005331200853
0.065,0.6384114923747277
0.07,0.6462485632183909
0.075,0.6325022172055148
0.08,0.6102673234811166
0.085,0.6245880638698318
0.09,0.6149682791435369
0.095,0.6245871335902063
0.1,0.5939305555555556
0.105,0.585347649520059
0.11,0.5800467406989146
0.115,0.5709992093436166
0.12,0.577188824360383
0.125,0.5749448156544565
0.13,0.5728899744279065
0.135,0.5603152745327102
0.14,0.5657973657548125
0.145,0.5676406819364914
0.15,0.5726365148371373
0.155,0.5741772284122563
0.16,0.5709994522759376
0.165,0.5754876942738179
0.17,0.5782957748316718
0.17500000000000002,0.5838815002329946
0.18,0.57788545486293
0.185,0.579055868544601
0.19,0.5828433605432041
0.195,0.5838436329588015
0.2,0.5797035142559439
0.20500000000000002,0.5819600714376835
0.21,0.5757034491536209
0.215,0.575593379554435
0.22,0.5732349487740301
0.225,0.5764951089373055
0.23,0.5774619621220197
0.23500000000000001,0.5783904292462518
0.24,0.580335390199637
0.245,0.5750269984102143
0.25,0.5739540527663629
0.255,0.5709992784992785
0.26,0.5738400162542695
0.265,0.5765999834194452
0.27,0.570093502377179
0.275,0.5683397130338486
0.28,0.5606906422683214
0.28500000000000003,0.5592146289224568
0.29,0.5626758315422102
0.295,0.5612058348661353
0.3,0.5590086384204032
0.305,0.5538607060586407
0.31,0.5519052144406503
0.315,0.5464407798239896
0.32,0.5454079254079254
0.325,0.5450963801652368
0.33,0.5461496090973703
0.335,0.5451682612455971
0.34,0.5442189958807738
0.34500000000000003,0.5433005581434387
0.35000000000000003,0.5449493268690854
0.355,0.5471941319578559
0.36,0.5487653243372888
0.365,0.5490581908121789
0.37,0.5456911305748515
0.375,0.5472111232009377
0.38,0.5481045492041184
0.385,0.5495663304031022
0.39,0.54983101291364
0.395,0.5489403865157951
0.4,0.5503410052390028
0.405,0.5517140551707682
0.41000000000000003,0.5508270902771407
0.41500000000000004,0.5527158708708709
0.42,0.5523803791813149
0.425,0.5525922818151271
0.43,0.5496143435829641
0.435,0.5482890322059457
0.44,0.5449638040795115
0.445,0.5462488649310456
0.45,0.5465121404526214
0.455,0.5443125836258218
0.46,0.5460463426307999
0.465,0.5443810388717529
0.47000000000000003,0.5437043402712197
0.47500000000000003,0.5458567477472241
0.48,0.5479808891408211
0.485,0.5445093602578607
0.49,0.5429531893139522
0.495,0.5432227124196344
0.5,0.5417174658033465
0.505,0.5411200306256096
0.51,0.5409663165519739
0.515,0.5412426793398095
0.52,0.5402460051563656
0.525,0.5401054572773859
0.53,0.542042148837418
0.535,0.5422992212287615
0.54,0.5441948707361274
0.545,0.5432062560272714
0.55,0.5438505136614191
0.555,0.5424852887388452
0.56,0.543915411522305
0.5650000000000001,0.5417916918231556
0.5700000000000001,0.5420348565301746
0.5750000000000001,0.5407414755145635
0.58,0.5409886569476073
0.585,0.5404803618243503
0.59,0.5370274944293952
0.595,0.5365680859859446
0.6,0.535757362969765
0.605,0.5338984066423739
0.61,0.5341829285194554
0.615,0.5341143281233234
0.62,0.533012070803369
0.625,0.5298988564260574
0.63,0.528864118608805
0.635,0.5298350696490443
0.64,0.5301336540555369
0.645,0.5310841836734694
0.65,0.5303926452555272
0.655,0.530680729081335
0.66,0.530323659835743
0.665,0.5287061948322902
0.67,0.5293125770914243
0.675,0.5274226527199998
0.68,0.5274112976908552
0.685,0.5264864120247145
0.6900000000000001,0.5264819996845509
0.6950000000000001,0.5264776874947796
0.7000000000000001,0.5258790674434997
0.705,0.5261739469554261
0.71,0.5250026374236535
0.715,0.5247192516864906
0.72,0.5247272895133303
0.725,0.5244500570371422
0.73,0.5233298719430672
0.735,0.5222296383306905
0.74,0.5230862298895594
0.745,0.5214543261585164
0.75,0.5225755545875217
0.755,0.5234139077970297
0.76,0.5231593223022976
0.765,0.5245245676923411
0.77,0.5258790850465094
0.775,0.5240090624703225
0.78,0.5245505535394368
0.785,0.5235076883089487
0.79,0.5235226168496745
0.795,0.521473315496726
0.8,0.5225242724994857
0.805,0.5220357777663838
0.81,0.522565436333029
0.8150000000000001,0.5230896261852229
0.8200000000000001,0.5223554595614761
0.8250000000000001,0.521137113885314
0.8300000000000001,0.520919662316636
0.835,0.5182767771718331
0.84,0.5168836412766209
0.845,0.5171736509849951
0.85,0.5172240152672138
0.855,0.5165694126471657
0.86,0.5163895008866504
0.865,0.5148268259144666
0.87,0.5137468527618307
0.875,0.5140413571190592
0.88,0.5132060733163576
0.885,0.5126058774963976
0.89,0.50981022855335
0.895,0.510115624358335
0.9,0.5104179902078837
0.905,0.5111507895060986
0.91,0.5112294671147897
0.915,0.5100225414883383
0.92,0.5103187091843824
0.925,0.5097663609065854
0.93,0.5094306891860526
0.935,0.5074383532765087
0.9400000000000001,0.5073272303900538
0.9450000000000001,0.5057895675371951
0.9500000000000001,0.504679778511612
0.9550000000000001,0.5045859468042874
0.96,0.5031026413151684
0.965,0.5016432698408825
0.97,0.5002072734944724
0.975,0.4995621020642341
0.98,0.49873439226761623
0.985,0.49829629539775344
0.99,0.49918360088187674
0.995,0.4993109709887608
1.0,0.5
