recall,precision
0.0,1.0
0.005,0.6885
0.01,0.7267543859649123
0.015,0.7689076923076923
0.02,0.5834685990338164
0.025,0.6130555555555556
0.03,0.6553360655737704
0.035,0.6507482394366197
0.04,0.6245800273597811
0.045,0.6245855263157895
0.05,0.601981981981982
0.055,0.6089969008264462
0.06,0.5835133104336625
0.065,0.5904808498741962
0.07,0.5965911317981382
0.075,0.5983794459274222
0.08,0.6033513097072419
0.085,0.6013487841945289
0.09,0.6056406706660514
0.095,0.6095328177257525
0.1,0.6130807931340634
0.105,0.6163246072277884
0.11,0.6064769726689757
0.115,0.609662461266047
0.12,0.6010827067669172
0.125,0.5955245135688684
0.13,0.592507480480621
0.135,0.5975845514950167
0.14,0.5927966838540087
0.145,0.5866198383868337
0.15,0.5792825244354567
0.155,0.5741772284122563
0.16,0.5740779485685146
0.165,0.5709988839285715
0.17,0.5638841329512041
0.17500000000000002,0.5654546984621927
0.18,0.5525618075584551
0.185,0.5567963188053482
0.19,0.5621149715416975
0.195,0.5660180903996728
0.2,0.5673483645601778
0.20500000000000002,0.5698069111905033
0.21,0.5709991235758107
0.215,0.56647804563065
0.22,0.5665800008996447
0.225,0.5677516387786786
0.23,0.564679890997805
0.23500000000000001,0.5658345781901093
0.24,0.565941128475491
0.245,0.5640853756924897
0.25,0.5642218928951684
0.255,0.5634163484901076
0.26,0.561730935191227
0.265,0.5655064539860888
0.27,0.5656071906106076
0.275,0.5648315784968327
0.28,0.5623828336819273
0.28500000000000003,0.5633672029664772
0.29,0.5634972681094464
0.295,0.5660602421913662
0.3,0.5661418841540594
0.305,0.5670118568582256
0.31,0.5678560141871384
0.315,0.5679056789553011
0.32,0.5671975144252108
0.325,0.5620957813318022
0.33,0.5586531939177021
0.335,0.5567402855805244
0.34,0.5555772146937792
0.34500000000000003,0.5544526537997588
0.35000000000000003,0.5553435445652144
0.355,0.55295740717915
0.36,0.5564122007809404
0.365,0.5559699974574116
0.37,0.554289818502417
0.375,0.5526642999245387
0.38,0.5522941274727372
0.385,0.5495663304031022
0.39,0.5504140230422201
0.395,0.5512426388256438
0.4,0.5497727059505838
0.405,0.5455718316460827
0.41000000000000003,0.5453227272727272
0.41500000000000004,0.5397535540001833
0.42,0.5401054968011489
0.425,0.539418698469644
0.43,0.5327319388506344
0.435,0.5321626618391148
0.44,0.5316073327168339
0.445,0.53297721363863
0.45,0.5348006431124729
0.455,0.534700890253525
0.46,0.5346034279094934
0.465,0.5326680253683616
0.47000000000000003,0.5339586217549832
0.47500000000000003,0.5352282007418646
0.48,0.5364771923882904
0.485,0.5377060262281432
0.49,0.5375826880947886
0.495,0.5370237891061768
0.5,0.5360450314729823
0.505,0.5359424884195276
0.51,0.5358419522924249
0.515,0.5365821449185849
0.52,0.5356468145934646
0.525,0.5355520590931528
0.53,0.5354591238882687
0.535,0.5357708294438127
0.54,0.5376811746738386
0.545,0.538368420646827
0.55,0.5394421604878648
0.555,0.5369646326638478
0.56,0.5368635823255178
0.5650000000000001,0.5340958690883283
0.5700000000000001,0.534775478072621
0.5750000000000001,0.532464772169651
0.58,0.5316739856430353
0.585,0.5308989120356808
0.59,0.5304973584320309
0.595,0.5301031722334751
0.6,0.5290142588179532
0.605,0.5269113735665442
0.61,0.5269029176534044
0.615,0.5282546554488848
0.62,0.5272229770808596
0.625,0.5235622482495367
0.63,0.5222760869480879
0.635,0.5232743961315637
0.64,0.5249069289870564
0.645,0.5255571197928885
0.65,0.5236509779709355
0.655,0.5249291488651778
0.66,0.5233725733505314
0.665,0.5243214895518535
0.67,0.5234098208353665
0.675,0.520999714180033
0.68,0.5201369935365459
0.685,0.5204753839293398
0.6900000000000001,0.5193367613166936
0.6950000000000001,0.5170607717553891
0.7000000000000001,0.5182733179696973
0.705,0.519762007528
0.71,0.5212381605104868
0.715,0.5212702996294017
0.72,0.5218697957620113
0.725,0.5213333479346445
0.73,0.5177525351778288
0.735,0.5175330429016309
0.74,0.5184058368670491
0.745,0.518184328094471
0.75,0.5179659894230707
0.755,0.518819962069657
0.76,0.5178033636936796
0.765,0.5173291325504673
0.77,0.5184306365306286
0.775,0.5184779983375905
0.78,0.5185247902372215
0.785,0.5172872868639019
0.79,0.515312469377756
0.795,0.5156287546679655
0.8,0.5144458220382317
0.805,0.5142683389803021
0.81,0.5136033734885093
0.8150000000000001,0.5131908980358111
0.8200000000000001,0.513991553366279
0.8250000000000001,0.5147849861000716
0.8300000000000001,0.5155712364273755
0.835,0.514200360781339
0.84,0.5149789922916597
0.845,0.5124607077077057
0.85,0.5109174022891471
0.855,0.5107730902345692
0.86,0.5101753166714746
0.865,0.5093604002849393
0.87,0.5090045115834033
0.875,0.5090978415168129
0.88,0.5074254236868316
0.885,0.5064350410044471
0.89,0.5065402438877208
0.895,0.5064289481729793
0.9,0.5050381471447786
0.905,0.5036701847717682
0.91,0.502950309884445
0.915,0.5028624535315985
0.92,0.5025692171793229
0.925,0.5024845044504951
0.93,0.5028088744940982
0.935,0.5029268513755175
0.9400000000000001,0.5002278864633204
0.9450000000000001,0.49797983114225913
0.9500000000000001,0.49792275928584945
0.9550000000000001,0.49864755728890225
0.96,0.49839297138018956
0.965,0.4977551877314544
0.97,0.4969342578909814
0.975,0.49726502278437884
0.98,0.4970240418118467
0.985,0.4975398784311806
0.99,0.4984283177725765
0.995,0.4993109709887608
1.0,0.5
