cv,val_roc_auc,val_pr_auc
0,0.5211835503578186,0.5218285322189331
1,0.5377931594848633,0.5394282937049866
2,0.5228660106658936,0.5125176906585693
3,0.5066520571708679,0.5025156140327454
4,0.5451903939247131,0.5398398637771606
