fpr,tpr
0.0,0.0
0.005,0.008264462809917356
0.01,0.012772351615326822
0.015,0.01728024042073629
0.02,0.0202854996243426
0.025,0.021788129226145755
0.03,0.027047332832456798
0.035,0.03456048084147258
0.04,0.03681442524417731
0.045,0.04357625845229151
0.05,0.0473328324567994
0.055,0.051840721262208865
0.06,0.05785123966942149
0.065,0.0608564988730278
0.07,0.0638617580766341
0.075,0.06536438767843726
0.08,0.07212622088655146
0.085,0.07888805409466566
0.09,0.07963936889556725
0.095,0.09316303531179564
0.1,0.09541697971450037
0.105,0.09992486851990984
0.11,0.10668670172802404
0.115,0.11570247933884298
0.12,0.11945905334335086
0.125,0.12396694214876033
0.13,0.12546957175056347
0.135,0.13072877535687452
0.14,0.14274981217129978
0.145,0.14725770097670923
0.15,0.15326821938392185
0.155,0.16679188580015025
0.16,0.17355371900826447
0.165,0.17881292261457551
0.17,0.18031555221637866
0.17500000000000002,0.18332081141998496
0.18,0.188580015026296
0.185,0.19083395942900075
0.19,0.2021036814425244
0.195,0.20811419984973703
0.2,0.21111945905334334
0.20500000000000002,0.21788129226145755
0.21,0.22238918106686703
0.215,0.22764838467317805
0.22,0.23215627347858753
0.225,0.236664162283997
0.23,0.2396694214876033
0.23500000000000001,0.2434259954921112
0.24,0.25244177310293014
0.245,0.2569496619083396
0.25,0.25920360631104433
0.255,0.2637114951164538
0.26,0.2659654395191585
0.265,0.26746806912096166
0.27,0.27122464312546957
0.275,0.2772351615326822
0.28,0.2787377911344853
0.28500000000000003,0.28399699474079637
0.29,0.2915101427498122
0.295,0.3012772351615327
0.3,0.3080390683696469
0.305,0.31179564237415475
0.31,0.3170548459804658
0.315,0.32156273478587527
0.32,0.3253193087903832
0.325,0.3313298271975958
0.33,0.33658903080390684
0.335,0.33809166040571
0.34,0.34485349361382417
0.34500000000000003,0.3501126972201352
0.35000000000000003,0.3538692712246431
0.355,0.35912847483095417
0.36,0.36964688204357626
0.365,0.37265214124718254
0.37,0.37640871525169045
0.375,0.38241923365890307
0.38,0.3839218632607062
0.385,0.38692712246431255
0.39,0.391435011269722
0.395,0.39744552967693464
0.4,0.39969947407963935
0.405,0.4049586776859504
0.41000000000000003,0.4064613072877536
0.41500000000000004,0.41021788129226144
0.42,0.4154770848985725
0.425,0.41998497370398197
0.43,0.43050338091660406
0.435,0.43726521412471825
0.44,0.439519158527423
0.445,0.44477836213373406
0.45,0.45154019534184825
0.455,0.4567993989481593
0.46,0.4628099173553719
0.465,0.4650638617580766
0.47000000000000003,0.4695717505634861
0.47500000000000003,0.473328324567994
0.48,0.4763335837716003
0.485,0.4830954169797145
0.49,0.48534936138241924
0.495,0.4898572501878287
0.5,0.49361382419233657
0.505,0.49511645379413977
0.51,0.4988730277986476
0.515,0.5026296018031555
0.52,0.5101427498121713
0.525,0.512396694214876
0.53,0.526671675432006
0.535,0.5341848234410218
0.54,0.540946656649136
0.545,0.5529676934635612
0.55,0.5559729526671675
0.555,0.560480841472577
0.56,0.564237415477085
0.5650000000000001,0.5672426746806912
0.5700000000000001,0.5709992486851991
0.5750000000000001,0.5792637114951165
0.58,0.5830202854996244
0.585,0.5845229151014275
0.59,0.594290007513148
0.595,0.6018031555221638
0.6,0.6093163035311796
0.605,0.6115702479338843
0.61,0.613824192336589
0.615,0.622839969947408
0.62,0.628099173553719
0.625,0.6378662659654395
0.63,0.6446280991735537
0.635,0.6483846731780616
0.64,0.6528925619834711
0.645,0.6566491359879789
0.65,0.6611570247933884
0.655,0.6694214876033058
0.66,0.6739293764087152
0.665,0.6784372652141247
0.67,0.6806912096168295
0.675,0.6829451540195342
0.68,0.6882043576258452
0.685,0.6912096168294516
0.6900000000000001,0.6949661908339594
0.6950000000000001,0.7032306536438768
0.7000000000000001,0.7107438016528925
0.705,0.7182569496619083
0.71,0.7235161532682194
0.715,0.7272727272727273
0.72,0.7310293012772352
0.725,0.740045078888054
0.73,0.743801652892562
0.735,0.7468069120961683
0.74,0.749060856498873
0.745,0.7550713749060857
0.75,0.7595792637114951
0.755,0.7625845229151015
0.76,0.7693463561232157
0.765,0.7693463561232157
0.77,0.7768595041322314
0.775,0.7791134485349361
0.78,0.7798647633358378
0.785,0.7858752817430503
0.79,0.7903831705484599
0.795,0.7933884297520661
0.8,0.7978963185574756
0.805,0.8031555221637866
0.81,0.8091660405709993
0.8150000000000001,0.8159278737791135
0.8200000000000001,0.8196844477836214
0.8250000000000001,0.8234410217881293
0.8300000000000001,0.8241923365890308
0.835,0.830954169797145
0.84,0.830954169797145
0.845,0.8347107438016529
0.85,0.8347107438016529
0.855,0.836213373403456
0.86,0.8429752066115702
0.865,0.8459804658151766
0.87,0.8519909842223892
0.875,0.859504132231405
0.88,0.8662659654395192
0.885,0.8700225394440271
0.89,0.8745304282494365
0.895,0.8775356874530428
0.9,0.8858001502629602
0.905,0.8895567242674681
0.91,0.8955672426746807
0.915,0.903831705484598
0.92,0.9075882794891059
0.925,0.912847483095417
0.93,0.9188580015026296
0.935,0.9248685199098422
0.9400000000000001,0.9331329827197595
0.9450000000000001,0.9398948159278738
0.9500000000000001,0.9459053343350864
0.9550000000000001,0.9504132231404959
0.96,0.9519158527422991
0.965,0.9609316303531179
0.97,0.9676934635612322
0.975,0.976709241172051
0.98,0.9789631855747558
0.985,0.98572501878287
0.99,0.9894815927873779
0.995,0.9939894815927873
1.0,1.0
