cv,val_roc_auc,val_pr_auc
0,0.5088602304458618,0.5061890482902527
1,0.4817537069320679,0.4982230067253113
2,0.5172534584999084,0.5152933001518251
3,0.5090840458869934,0.508181631565094
4,0.5012214779853821,0.4952675700187683
