fpr,tpr
0.0,0.0
0.005,0.033809166040571
0.01,0.0638617580766341
0.015,0.07137490608564989
0.02,0.08865514650638617
0.025,0.09391435011269722
0.03,0.09992486851990984
0.035,0.10368144252441773
0.04,0.10818933132982719
0.045,0.12021036814425244
0.05,0.12697220135236664
0.055,0.13749060856498874
0.06,0.13974455296769348
0.065,0.14800901577761083
0.07,0.1562734785875282
0.075,0.15702479338842976
0.08,0.16303531179564237
0.085,0.17355371900826447
0.09,0.17806160781367392
0.095,0.18482344102178813
0.1,0.18707738542449287
0.105,0.19008264462809918
0.11,0.19158527422990232
0.115,0.1990984222389181
0.12,0.20360631104432758
0.125,0.20886551465063863
0.13,0.21637866265965439
0.135,0.22163786626596543
0.14,0.22689706987227648
0.145,0.22915101427498122
0.15,0.23816679188580014
0.155,0.24793388429752067
0.16,0.2569496619083396
0.165,0.2607062359128475
0.17,0.27197595792637114
0.17500000000000002,0.2764838467317806
0.18,0.28625093914350114
0.185,0.2975206611570248
0.19,0.2997746055597295
0.195,0.3020285499624343
0.2,0.3065364387678437
0.20500000000000002,0.3140495867768595
0.21,0.3253193087903832
0.215,0.33433508640120213
0.22,0.33583771600300527
0.225,0.3418482344102179
0.23,0.3441021788129226
0.23500000000000001,0.34635612321562737
0.24,0.35236664162284
0.245,0.35537190082644626
0.25,0.3628850488354621
0.255,0.3673929376408715
0.26,0.3711495116453794
0.265,0.3756574004507889
0.27,0.37640871525169045
0.275,0.38016528925619836
0.28,0.38091660405709993
0.28500000000000003,0.38241923365890307
0.29,0.39368895567242673
0.295,0.39744552967693464
0.3,0.4042073628850488
0.305,0.40721262208865516
0.31,0.410969196093163
0.315,0.41622839969947406
0.32,0.4237415477084899
0.325,0.42674680691209615
0.33,0.43125469571750563
0.335,0.4357625845229151
0.34,0.44477836213373406
0.34500000000000003,0.4507888805409467
0.35000000000000003,0.4522915101427498
0.355,0.4560480841472577
0.36,0.46055597295266715
0.365,0.4658151765589782
0.37,0.4740796393688956
0.375,0.48159278737791134
0.38,0.48534936138241924
0.385,0.49211119459053343
0.39,0.49436513899323814
0.395,0.5011269722013524
0.4,0.5146506386175808
0.405,0.517655897821187
0.41000000000000003,0.521412471825695
0.41500000000000004,0.5274229902329076
0.42,0.5296769346356123
0.425,0.5401953418482344
0.43,0.5454545454545454
0.435,0.5484598046581518
0.44,0.5514650638617581
0.445,0.5559729526671675
0.45,0.5582268970698723
0.455,0.5619834710743802
0.46,0.5634861006761833
0.465,0.5687453042824944
0.47000000000000003,0.574755822689707
0.47500000000000003,0.5792637114951165
0.48,0.5815176558978212
0.485,0.585274229902329
0.49,0.5897821187077386
0.495,0.5987978963185575
0.5,0.6003005259203607
0.505,0.6040570999248686
0.51,0.6055597295266717
0.515,0.6093163035311796
0.52,0.6123215627347859
0.525,0.6160781367392938
0.53,0.6235912847483095
0.535,0.6311044327573253
0.54,0.6363636363636364
0.545,0.6468820435762584
0.55,0.6498873027798647
0.555,0.6513899323816679
0.56,0.6521412471825695
0.5650000000000001,0.6558978211870774
0.5700000000000001,0.6626596543951916
0.5750000000000001,0.6739293764087152
0.58,0.67618332081142
0.585,0.6806912096168295
0.59,0.6851990984222389
0.595,0.6934635612321562
0.6,0.6964688204357626
0.605,0.6987227648384673
0.61,0.7017280240420737
0.615,0.7062359128474831
0.62,0.7137490608564989
0.625,0.7160030052592036
0.63,0.7212622088655146
0.635,0.7250187828700225
0.64,0.7272727272727273
0.645,0.7310293012772352
0.65,0.7377911344853494
0.655,0.7377911344853494
0.66,0.7392937640871525
0.665,0.7422990232907588
0.67,0.7453042824943651
0.675,0.749060856498873
0.68,0.7565740045078888
0.685,0.7588279489105936
0.6900000000000001,0.7640871525169046
0.6950000000000001,0.7663410969196093
0.7000000000000001,0.768595041322314
0.705,0.7708489857250188
0.71,0.7761081893313299
0.715,0.7843726521412472
0.72,0.786626596543952
0.725,0.7881292261457551
0.73,0.7926371149511645
0.735,0.8024042073628851
0.74,0.8159278737791135
0.745,0.8196844477836214
0.75,0.8211870773854245
0.755,0.8226897069872277
0.76,0.8249436513899324
0.765,0.8287002253944402
0.77,0.830954169797145
0.775,0.8339594290007513
0.78,0.8369646882043577
0.785,0.8392186326070623
0.79,0.845229151014275
0.795,0.8512396694214877
0.8,0.8580015026296018
0.805,0.8632607062359129
0.81,0.8730277986476334
0.8150000000000001,0.8760330578512396
0.8200000000000001,0.8842975206611571
0.8250000000000001,0.8865514650638617
0.8300000000000001,0.8925619834710744
0.835,0.8993238166791886
0.84,0.9030803906836965
0.845,0.9068369646882044
0.85,0.9098422238918107
0.855,0.9135987978963186
0.86,0.9158527422990232
0.865,0.9203606311044328
0.87,0.9256198347107438
0.875,0.9368895567242674
0.88,0.9398948159278738
0.885,0.9436513899323816
0.89,0.9459053343350864
0.895,0.9474079639368895
0.9,0.9511645379413974
0.905,0.9556724267468069
0.91,0.9586776859504132
0.915,0.9631855747558227
0.92,0.9684447783621337
0.925,0.9706987227648385
0.93,0.9737039819684448
0.935,0.9759579263711495
0.9400000000000001,0.976709241172051
0.9450000000000001,0.9819684447783621
0.9500000000000001,0.9842223891810669
0.9550000000000001,0.9864763335837716
0.96,0.9864763335837716
0.965,0.9872276483846731
0.97,0.9902329075882795
0.975,0.9932381667918858
0.98,0.9939894815927873
0.985,0.9977460555972952
0.99,0.9992486851990984
0.995,0.9992486851990984
1.0,1.0
