recall,precision
0.0,1.0
0.005,1.0
0.01,0.9300476190476191
0.015,0.9089393939393939
0.02,0.8986896551724138
0.025,0.892674253200569
0.03,0.8693623188405797
0.035,0.8693553459119497
0.04,0.8837923497267759
0.045,0.8953561736770692
0.05,0.8808684210526315
0.055,0.8798121055651176
0.06,0.8600023375409069
0.065,0.8439215686274509
0.07,0.8306123577749684
0.075,0.8194113263785395
0.08,0.8287645348837209
0.085,0.8131300102774923
0.09,0.8105405405405406
0.095,0.7832058507783146
0.1,0.7645024630541872
0.105,0.7404028762805358
0.11,0.7269235505640116
0.115,0.7286550440081245
0.12,0.7302475807465124
0.125,0.7221908526256352
0.13,0.717877301875793
0.135,0.7196457831325301
0.14,0.6996311002224663
0.145,0.6992698945981555
0.15,0.6916672673971549
0.155,0.6915900877645844
0.16,0.6740092425155717
0.165,0.668304127437171
0.17,0.6708862570891788
0.17500000000000002,0.6713985274274958
0.18,0.6625913285685863
0.185,0.6544708363903154
0.19,0.6453084059710841
0.195,0.6337393404496392
0.2,0.6335075217735551
0.20500000000000002,0.6303609614233171
0.21,0.6259877509254522
0.215,0.6232288765747845
0.22,0.6232597196388876
0.225,0.6181429453863849
0.23,0.6133270140280561
0.23500000000000001,0.6135623290573597
0.24,0.6126108794611012
0.245,0.616325872953597
0.25,0.6142129512792356
0.255,0.6166456195347302
0.26,0.6156993230216874
0.265,0.6115930098209128
0.27,0.6149697049525816
0.275,0.6151421944616773
0.28,0.6122755163771498
0.28500000000000003,0.6134779056940153
0.29,0.6136663443135905
0.295,0.6157734506872439
0.3,0.6121414613064761
0.305,0.6077579698174864
0.31,0.6062353804958107
0.315,0.6047685791633919
0.32,0.6076584471163644
0.325,0.6087673580158871
0.33,0.6073170414861343
0.335,0.6083968774927501
0.34,0.6037567957276369
0.34500000000000003,0.5985374225880052
0.35000000000000003,0.5950692137591335
0.355,0.5917368985668175
0.36,0.5914386445631822
0.365,0.5911487681926083
0.37,0.5887478063029846
0.375,0.5871194788138522
0.38,0.5808354777834963
0.385,0.5735558632766409
0.39,0.5747931673183783
0.395,0.5747447776542192
0.4,0.5734595968969229
0.405,0.5722117885053124
0.41000000000000003,0.570402637688383
0.41500000000000004,0.5698213749960104
0.42,0.5692551999055222
0.425,0.5687032496486457
0.43,0.5681652539367286
0.435,0.567640694452462
0.44,0.5649404839472342
0.445,0.5660878755837035
0.45,0.5666776862761962
0.455,0.56199154870862
0.46,0.5615723980188195
0.465,0.5606545513224802
0.47000000000000003,0.5622746465900056
0.47500000000000003,0.5608684442787292
0.48,0.5629493508612451
0.485,0.5610736788425943
0.49,0.5616565264379778
0.495,0.5588902281148164
0.5,0.5599494383136099
0.505,0.560056786011657
0.51,0.561088058568997
0.515,0.5625643007337302
0.52,0.559460652498423
0.525,0.5604659529580464
0.53,0.5570224286200564
0.535,0.5584607873870552
0.54,0.5598796750217923
0.545,0.5591164747853586
0.55,0.557518741863649
0.555,0.5559585690391363
0.56,0.553611161670147
0.5650000000000001,0.549712536149236
0.5700000000000001,0.5502911703754535
0.5750000000000001,0.5492795500354818
0.58,0.5486787258586159
0.585,0.5473188317702048
0.59,0.5459885941113874
0.595,0.5473221053527066
0.6,0.5463874695573278
0.605,0.5439974473967554
0.61,0.5420285430674433
0.615,0.5404620636436167
0.62,0.5403412398810932
0.625,0.5405734496502297
0.63,0.5411511401736813
0.635,0.5406813369593853
0.64,0.541593525604629
0.645,0.5421519662034112
0.65,0.541006136647905
0.655,0.5382159921914915
0.66,0.5374618710206281
0.665,0.5383534433030861
0.67,0.5395608285764089
0.675,0.5384868558119352
0.68,0.5377522041710948
0.685,0.5373466963759576
0.6900000000000001,0.5378911295135473
0.6950000000000001,0.537490297149174
0.7000000000000001,0.5358600931318411
0.705,0.5351768120589496
0.71,0.5348073850148654
0.715,0.5344435599871301
0.72,0.5340853044658301
0.725,0.5331427194903323
0.73,0.5325079277817832
0.735,0.5310171597434434
0.74,0.5284182890671975
0.745,0.5275577661272972
0.75,0.5256021867464871
0.755,0.5267059830877964
0.76,0.5256058212058212
0.765,0.5253364351630829
0.77,0.523461707090599
0.775,0.5229464466545833
0.78,0.5221760426814279
0.785,0.5232455195819782
0.79,0.5211871883833795
0.795,0.5207034787231158
0.8,0.5215006183233911
0.805,0.5222902487542329
0.81,0.5235805650777784
0.8150000000000001,0.5243538819807549
0.8200000000000001,0.5233573785267088
0.8250000000000001,0.5203961869781623
0.8300000000000001,0.51969438990648
0.835,0.5175527196148278
0.84,0.5164061594365152
0.845,0.5174115747289114
0.85,0.5172240152672138
0.855,0.5175090547356236
0.86,0.5180253754181271
0.865,0.5173716769132923
0.87,0.518346259673707
0.875,0.5188505651298786
0.88,0.5182012657881038
0.885,0.5180161205633336
0.89,0.5185131463477258
0.895,0.5185537290286304
0.9,0.5179212163235631
0.905,0.5175194351162287
0.91,0.5169020129672439
0.915,0.5162927832015766
0.92,0.5156915709661686
0.925,0.5155296285740129
0.93,0.5157990238988468
0.935,0.5167086155322855
0.9400000000000001,0.5163300411758056
0.9450000000000001,0.5155330540600488
0.9500000000000001,0.5141189904680665
0.9550000000000001,0.5135559830942706
0.96,0.5127941552671479
0.965,0.5128602698755843
0.97,0.5123151291059859
0.975,0.5111719314237687
0.98,0.5100454194788837
0.985,0.5081462048241622
0.99,0.5051155788598692
0.995,0.5036786566043848
1.0,0.5011295180722891
